,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0
bdi_score,1.1471289541809309e-06,-2.9763884125284057e-06,-1.175232146398176e-05,0.0,0.0,-1.2574332496857012e-06,2.0420348283056864e-06,-1.9076744965159267e-06,-1.158188451518409e-05,-3.04307287064019e-07,0.0
age,-1.919659602337588e-05,9.451782293198612e-07,-1.0689259939521167e-05,0.0,0.0,2.738765583576169e-06,-1.8287727130079024e-05,3.403939768050367e-06,-1.3073447116112031e-06,1.1259369621368713e-05,0.0
sex,0.00031659879127065454,-6.619436477918502e-05,0.000545570125034323,0.0,0.0,-3.398468242393771e-08,-0.00030510442769142416,4.8388014769278355e-05,0.00027702997736233644,0.0,0.0
intercept,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
